len_chars,len_words,ratio_alpha,ratio_digits,ratio_rare_symbols,ratio_non_printable,line_breaks,one_letter_words,weird_alnum_tokens,repeated_char_tokens,near_empty_lines,symbol_only_lines,legal_terms_count,normal_word_ratio,important_data_count,ocr_quality_score,ocr_estado
2236.0,381.0,0.6873881932021467,0.0943649373881932,0.0026833631484794273,0.0,84.0,35.0,2.0,0.0,6.0,1.0,23.0,0.7716535433070866,23.0,0.9164369776970692,legible
2761.0,472.0,0.7030061571894242,0.08909815284317277,0.0003621876131836291,0.0,78.0,44.0,6.0,0.0,4.0,0.0,30.0,0.798728813559322,27.0,0.9370293824701194,legible
3271.0,577.0,0.6945888107612351,0.07000917150718435,0.004280036686028737,0.0,135.0,54.0,1.0,1.0,8.0,0.0,31.0,0.7781629116117851,33.0,0.935897720779384,legible
8140.0,1509.0,0.7025798525798526,0.05896805896805897,0.005036855036855037,0.0,200.0,184.0,17.0,0.0,9.0,6.0,30.0,0.7541418157720344,35.0,0.8952393552234902,legible
5590.0,933.0,0.7166368515205724,0.06923076923076923,0.002146690518783542,0.0,150.0,91.0,5.0,0.0,6.0,0.0,49.0,0.7695605573419079,35.0,0.9363335151411252,legible
3113.0,525.0,0.72277545775779,0.0546097012528108,0.0038548024413748794,0.0,90.0,57.0,3.0,0.0,0.0,0.0,41.0,0.8076190476190476,26.0,0.9275249369005552,legible
2711.0,433.0,0.7606049428255256,0.02618959793434157,0.004795278495020288,0.0,112.0,34.0,3.0,0.0,2.0,1.0,19.0,0.859122401847575,13.0,0.9351316652908169,legible
4629.0,727.0,0.7386044502052279,0.04277381723914452,0.0034564700799308706,0.0,210.0,54.0,6.0,1.0,13.0,4.0,22.0,0.8665749656121046,14.0,0.9344918301787208,legible
6198.0,1016.0,0.7260406582768635,0.05227492739593417,0.0037108744756373024,0.0,237.0,78.0,8.0,0.0,16.0,7.0,45.0,0.8248031496062992,31.0,0.9313226593661299,legible
4191.0,709.0,0.7454068241469817,0.04700548795036984,0.0023860653781913625,0.0,128.0,86.0,3.0,0.0,7.0,0.0,39.0,0.8194640338504936,27.0,0.9275035908769512,legible
2108.0,369.0,0.7253320683111955,0.051707779886148005,0.0023719165085388993,0.0,91.0,34.0,1.0,0.0,3.0,0.0,15.0,0.8102981029810298,17.0,0.9172219898810572,legible
1026.0,167.0,0.7202729044834308,0.0682261208576998,0.001949317738791423,0.0,48.0,20.0,0.0,0.0,0.0,0.0,12.0,0.7724550898203593,12.0,0.7753300557884187,legible
1620.0,280.0,0.7092592592592593,0.07222222222222222,0.005555555555555556,0.0,47.0,26.0,0.0,0.0,2.0,0.0,17.0,0.7821428571428571,21.0,0.8553537320634921,legible
1553.0,273.0,0.6870573084352866,0.07018673535093367,0.009658725048293626,0.0,43.0,23.0,1.0,0.0,1.0,0.0,15.0,0.7948717948717948,11.0,0.8370988253330313,legible
2662.0,458.0,0.7287753568745304,0.05709992486851991,0.0018782870022539444,0.0,79.0,40.0,3.0,0.0,3.0,1.0,19.0,0.8318777292576419,15.0,0.9388558455736402,legible
1848.0,326.0,0.7088744588744589,0.06439393939393939,0.003246753246753247,0.0,84.0,37.0,1.0,0.0,6.0,2.0,16.0,0.7791411042944786,19.0,0.8713608243205399,legible
3069.0,500.0,0.7680026067122842,0.027696318018898665,0.002606712284131639,0.0,88.0,41.0,3.0,0.0,8.0,2.0,25.0,0.868,15.0,0.936683965003423,legible
1878.0,381.0,0.6826411075612353,0.051118210862619806,0.006922257720979766,0.0,63.0,63.0,0.0,0.0,2.0,1.0,10.0,0.7532808398950132,11.0,0.8168683176123147,legible
1933.0,342.0,0.7092602172788411,0.07087428867046043,0.005173305742369374,0.0,60.0,33.0,1.0,1.0,0.0,0.0,17.0,0.783625730994152,20.0,0.8886311402415376,legible
1910.0,346.0,0.7188481675392671,0.06230366492146597,0.0020942408376963353,0.0,59.0,46.0,1.0,0.0,2.0,0.0,21.0,0.7630057803468208,21.0,0.8801233400914336,legible
1640.0,275.0,0.7012195121951219,0.07560975609756097,0.003048780487804878,0.0,64.0,27.0,3.0,0.0,2.0,1.0,7.0,0.7672727272727272,10.0,0.7629820619407347,legible
9372.0,1599.0,0.7228979940247546,0.056764831412718736,0.002347417840375587,0.0,178.0,148.0,21.0,0.0,3.0,1.0,76.0,0.797373358348968,51.0,0.9289870053136817,legible
1536.0,255.0,0.7278645833333334,0.055338541666666664,0.0013020833333333333,0.0,56.0,45.0,2.0,0.0,0.0,0.0,15.0,0.7411764705882353,10.0,0.7992682155498229,legible
1317.0,249.0,0.6575550493545937,0.08276385725132877,0.0015186028853454822,0.0,81.0,32.0,2.0,0.0,4.0,0.0,11.0,0.7269076305220884,16.0,0.77927410592961,legible
2325.0,393.0,0.7118279569892473,0.05935483870967742,0.0025806451612903226,0.0,90.0,50.0,4.0,0.0,1.0,0.0,12.0,0.7684478371501272,16.0,0.902627999241109,legible
1155.0,200.0,0.6727272727272727,0.08051948051948052,0.007792207792207792,0.0,59.0,25.0,1.0,0.0,19.0,4.0,10.0,0.74,9.0,0.7155120906958378,legible
3778.0,657.0,0.723928004235045,0.05082053996823716,0.003970354685018529,0.0,92.0,57.0,9.0,0.0,4.0,4.0,21.0,0.8295281582952816,17.0,0.9138988684167494,legible
2997.0,513.0,0.6940273606940274,0.08975642308975643,0.001668335001668335,0.0,102.0,47.0,1.0,0.0,9.0,1.0,31.0,0.7797270955165692,30.0,0.9439267949042353,legible
3169.0,525.0,0.7021142316188071,0.07668034080151467,0.007257810034711265,0.0,99.0,53.0,7.0,0.0,4.0,3.0,16.0,0.7409523809523809,18.0,0.8935487243067531,legible
5319.0,895.0,0.7114119195337469,0.06730588456476781,0.0048881368678322995,0.0,126.0,100.0,8.0,0.0,2.0,1.0,26.0,0.7553072625698324,36.0,0.9110251777019344,legible
2508.0,425.0,0.689792663476874,0.08891547049441786,0.0023923444976076554,0.0,71.0,39.0,1.0,1.0,1.0,0.0,25.0,0.7764705882352941,28.0,0.9405552938374683,legible
6042.0,974.0,0.7452830188679245,0.05577623303541874,0.003972194637537239,0.0,97.0,80.0,8.0,0.0,1.0,0.0,53.0,0.8254620123203286,40.0,0.9371627559853101,legible
3286.0,571.0,0.73950091296409,0.0426049908703591,0.0012172854534388314,0.0,76.0,53.0,0.0,0.0,7.0,3.0,30.0,0.840630472854641,25.0,0.9375148593642431,legible
2824.0,459.0,0.6841359773371105,0.10021246458923513,0.006373937677053824,0.0,81.0,41.0,8.0,0.0,7.0,1.0,25.0,0.7494553376906318,27.0,0.9044893401450025,legible
3524.0,582.0,0.706583427922815,0.06952326901248582,0.009080590238365494,0.0,114.0,58.0,9.0,0.0,3.0,0.0,24.0,0.7869415807560137,21.0,0.9040647196835835,legible
3431.0,583.0,0.7032935004371903,0.07111629262605654,0.0061206645292917515,0.0,88.0,65.0,9.0,0.0,7.0,1.0,20.0,0.7547169811320755,19.0,0.8982132517992405,legible
4191.0,709.0,0.7454068241469817,0.04700548795036984,0.0023860653781913625,0.0,128.0,86.0,3.0,0.0,7.0,0.0,39.0,0.8194640338504936,27.0,0.9275035908769512,legible
3180.0,549.0,0.7525157232704403,0.03930817610062893,0.0025157232704402514,0.0,82.0,48.0,2.0,0.0,8.0,1.0,20.0,0.8287795992714025,18.0,0.9406271482465587,legible
2969.0,498.0,0.6002020882452004,0.1798585382283597,0.0023576961940047153,0.0,123.0,57.0,9.0,0.0,8.0,3.0,22.0,0.6666666666666666,25.0,0.8630366885325854,legible
3612.0,613.0,0.714562569213732,0.060077519379844964,0.0049833887043189366,0.0,131.0,50.0,10.0,0.0,7.0,2.0,24.0,0.8156606851549756,19.0,0.9193624432966782,legible
749.0,139.0,0.6461949265687583,0.09345794392523364,0.01335113484646195,0.0,38.0,28.0,1.0,0.0,2.0,1.0,6.0,0.6618705035971223,4.0,0.5217257302222637,regular
4720.0,768.0,0.7294491525423729,0.05360169491525424,0.005932203389830509,0.0,108.0,60.0,12.0,1.0,1.0,0.0,31.0,0.8177083333333334,31.0,0.9223285222457626,legible
3290.0,543.0,0.713677811550152,0.06899696048632219,0.001519756838905775,0.0,74.0,55.0,3.0,0.0,2.0,2.0,37.0,0.8121546961325967,25.0,0.929627597440763,legible
1954.0,340.0,0.7057318321392017,0.06653019447287616,0.006653019447287615,0.0,91.0,30.0,4.0,0.0,18.0,5.0,18.0,0.8147058823529412,12.0,0.8650796910271128,legible
2180.0,354.0,0.7215596330275229,0.06284403669724771,0.004128440366972477,0.0,58.0,22.0,4.0,0.0,1.0,0.0,21.0,0.827683615819209,15.0,0.9210443833307417,legible
2031.0,353.0,0.7173806006893156,0.07040866568193008,0.0,0.0,67.0,30.0,2.0,1.0,1.0,0.0,15.0,0.8073654390934845,17.0,0.9151968848725214,legible
2824.0,468.0,0.7043201133144475,0.07259206798866856,0.007082152974504249,0.0,121.0,57.0,7.0,1.0,9.0,1.0,18.0,0.7521367521367521,18.0,0.8885029504558447,legible
3848.0,633.0,0.7260914760914761,0.05327442827442828,0.0033783783783783786,0.0,150.0,57.0,1.0,0.0,12.0,2.0,33.0,0.8088467614533965,30.0,0.9388811084592956,legible
4280.0,711.0,0.7072429906542056,0.06214953271028038,0.006308411214953271,0.0,167.0,74.0,5.0,0.0,8.0,4.0,54.0,0.7819971870604782,50.0,0.9128383942302816,legible
5005.0,874.0,0.7174825174825175,0.05374625374625375,0.007792207792207792,0.0,175.0,108.0,4.0,1.0,21.0,11.0,56.0,0.7711670480549199,52.0,0.8856536300401497,legible
2287.0,417.0,0.6471359860078706,0.09182334936598163,0.012243113248797552,0.0,108.0,63.0,31.0,2.0,21.0,11.0,11.0,0.7218225419664268,14.0,0.7156001179247133,legible
4208.0,728.0,0.7604562737642585,0.032081749049429654,0.003326996197718631,0.0,73.0,93.0,3.0,0.0,3.0,2.0,27.0,0.8008241758241759,21.0,0.9126824395610041,legible
3031.0,511.0,0.7040580666446717,0.06697459584295612,0.006598482349059716,0.0,97.0,62.0,2.0,0.0,3.0,0.0,25.0,0.7690802348336595,25.0,0.9128313415012985,legible
5280.0,888.0,0.7482954545454545,0.03446969696969697,0.002462121212121212,0.0,123.0,88.0,3.0,0.0,4.0,1.0,34.0,0.8344594594594594,28.0,0.9366559957134553,legible
3122.0,521.0,0.7254964766175529,0.0647021140294683,0.0025624599615631004,0.0,98.0,47.0,5.0,0.0,2.0,0.0,29.0,0.8234165067178503,21.0,0.9357178484435268,legible
2201.0,402.0,0.684234438891413,0.06542480690595184,0.005452067242162653,0.0,70.0,43.0,2.0,0.0,7.0,1.0,22.0,0.7786069651741293,15.0,0.8996589698908086,legible
4542.0,729.0,0.7175253192426244,0.05746367239101717,0.007045354469396741,0.0,114.0,62.0,6.0,0.0,5.0,3.0,36.0,0.8024691358024691,28.0,0.9177951564606169,legible
4670.0,805.0,0.7250535331905782,0.052248394004282654,0.002569593147751606,0.0,143.0,117.0,9.0,0.0,6.0,0.0,22.0,0.760248447204969,25.0,0.902315844112419,legible
2834.0,489.0,0.739590684544813,0.032815808045165845,0.005998588567395907,0.0,94.0,53.0,5.0,0.0,9.0,1.0,22.0,0.8159509202453987,16.0,0.9120769043915059,legible
2894.0,579.0,0.7028334485141673,0.041810642709053214,0.005183137525915688,0.0,103.0,100.0,5.0,0.0,4.0,0.0,16.0,0.7547495682210709,10.0,0.8829670274250543,legible
4277.0,724.0,0.7051671732522796,0.07832592938975917,0.005377601122281974,0.0,91.0,75.0,5.0,0.0,3.0,1.0,37.0,0.755524861878453,36.0,0.9151238268074589,legible
881.0,146.0,0.7071509648127128,0.06242905788876277,0.0022701475595913734,0.0,60.0,16.0,1.0,0.0,3.0,0.0,8.0,0.7808219178082192,7.0,0.6948512501034227,legible
1491.0,254.0,0.7572099262240107,0.022803487592219986,0.0013413816230717639,0.0,44.0,22.0,1.0,0.0,2.0,1.0,19.0,0.8622047244094488,10.0,0.8415432834355348,legible
4563.0,815.0,0.6916502301117686,0.0824019285557747,0.0019723865877712033,0.0,96.0,125.0,4.0,0.0,3.0,0.0,40.0,0.7079754601226994,42.0,0.8968806107889032,legible
1152.0,203.0,0.6501736111111112,0.11024305555555555,0.004340277777777778,0.0,54.0,27.0,4.0,0.0,6.0,3.0,11.0,0.6995073891625616,9.0,0.7111845464951778,legible
1415.0,256.0,0.7017667844522968,0.059363957597173146,0.0035335689045936395,0.0,35.0,36.0,3.0,0.0,2.0,0.0,14.0,0.75390625,11.0,0.7998613589572169,legible
3025.0,560.0,0.6879338842975207,0.05785123966942149,0.011900826446280991,0.0,82.0,90.0,5.0,0.0,3.0,0.0,18.0,0.7107142857142857,19.0,0.8594325620584773,legible
5835.0,958.0,0.7388174807197944,0.05312767780634105,0.000856898029134533,0.0,203.0,87.0,12.0,2.0,8.0,2.0,21.0,0.8194154488517745,18.0,0.9309627772356613,legible
2510.0,401.0,0.6816733067729084,0.04063745019920319,0.009163346613545816,0.0,155.0,47.0,3.0,12.0,8.0,1.0,10.0,0.800498753117207,8.0,0.8346090611019698,legible
3007.0,512.0,0.7266378450282673,0.0492184901895577,0.0013302294645826404,0.0,136.0,51.0,7.0,0.0,6.0,1.0,17.0,0.798828125,17.0,0.9273417108080498,legible
2069.0,359.0,0.6998550024166263,0.055099081681971966,0.004833252779120348,0.0,95.0,36.0,1.0,1.0,7.0,0.0,13.0,0.7771587743732591,9.0,0.8991918470942003,legible
1962.0,346.0,0.7222222222222222,0.059123343527013254,0.0061162079510703364,0.0,65.0,33.0,7.0,0.0,6.0,1.0,18.0,0.7976878612716763,17.0,0.8679841642446282,legible
1952.0,348.0,0.7192622950819673,0.053790983606557374,0.0056352459016393444,0.0,73.0,41.0,6.0,0.0,8.0,4.0,17.0,0.7959770114942529,15.0,0.8499164736760838,legible
2034.0,343.0,0.69960668633235,0.056538839724680434,0.010816125860373648,0.0,78.0,32.0,4.0,0.0,5.0,2.0,16.0,0.8017492711370262,11.0,0.8660183395089674,legible
1164.0,197.0,0.6537800687285223,0.10996563573883161,0.00429553264604811,0.0,47.0,21.0,2.0,0.0,2.0,1.0,19.0,0.7461928934010152,10.0,0.765330480957607,legible
861.0,145.0,0.7235772357723578,0.0429732868757259,0.008130081300813009,0.0,30.0,15.0,1.0,0.0,0.0,0.0,5.0,0.7931034482758621,4.0,0.5936925003294753,regular
2786.0,458.0,0.6834170854271356,0.09404163675520459,0.005384063173007897,0.0,103.0,49.0,1.0,0.0,4.0,0.0,29.0,0.7532751091703057,26.0,0.9223291652012077,legible
1595.0,280.0,0.6915360501567398,0.07335423197492164,0.005642633228840125,0.0,83.0,45.0,3.0,0.0,11.0,3.0,16.0,0.7178571428571429,13.0,0.7874247941861093,legible
1212.0,255.0,0.6922442244224423,0.040429042904290426,0.006600660066006601,0.0,73.0,49.0,1.0,0.0,10.0,4.0,4.0,0.7294117647058823,3.0,0.5687966460521311,regular
2021.0,338.0,0.698169223156853,0.06086095992083127,0.014349332013854528,0.0,85.0,48.0,1.0,0.0,14.0,11.0,23.0,0.7662721893491125,20.0,0.8053220340765471,legible
2202.0,379.0,0.687102633969119,0.0958219800181653,0.003178928247048138,0.0,78.0,26.0,6.0,1.0,2.0,0.0,24.0,0.7783641160949868,21.0,0.9129737262570152,legible
2845.0,497.0,0.7325131810193322,0.053075571177504395,0.00210896309314587,0.0,62.0,43.0,6.0,1.0,2.0,1.0,27.0,0.8169014084507042,22.0,0.9279597561938708,legible
5608.0,1016.0,0.6856276747503567,0.07507132667617689,0.006776034236804565,0.0,158.0,100.0,17.0,0.0,7.0,3.0,18.0,0.7755905511811023,17.0,0.9029296824867363,legible
2759.0,498.0,0.6937296121783255,0.06306632837984777,0.007249003262051468,0.0,91.0,78.0,5.0,0.0,3.0,2.0,29.0,0.7309236947791165,22.0,0.8709660876208281,legible
3102.0,552.0,0.7024500322372663,0.061895551257253385,0.0051579626047711154,0.0,94.0,81.0,2.0,0.0,2.0,2.0,31.0,0.7445652173913043,25.0,0.8929679973380303,legible
803.0,135.0,0.7372353673723536,0.05105853051058531,0.0024906600249066002,0.0,39.0,8.0,1.0,0.0,0.0,0.0,10.0,0.8222222222222222,8.0,0.7352866392511416,legible
1727.0,291.0,0.6438911407064273,0.1239143022582513,0.006948465547191662,0.0,88.0,30.0,8.0,0.0,11.0,4.0,26.0,0.7250859106529209,26.0,0.7928449486343851,legible
3980.0,695.0,0.7251256281407035,0.04924623115577889,0.005527638190954774,0.0,87.0,103.0,1.0,0.0,2.0,0.0,41.0,0.7683453237410072,32.0,0.905696130981175,legible
7517.0,1370.0,0.7102567513635759,0.04882266861779965,0.005720367167753093,0.0,191.0,148.0,10.0,0.0,7.0,1.0,35.0,0.7963503649635036,39.0,0.9184698400474738,legible
7118.0,1145.0,0.7392525990446754,0.039336892385501546,0.0030907558302894073,0.0,288.0,94.0,9.0,1.0,14.0,3.0,33.0,0.8471615720524017,28.0,0.9357073908281339,legible
4791.0,800.0,0.6956793988728867,0.06449592986850344,0.0073053642245877685,0.0,218.0,80.0,10.0,1.0,22.0,13.0,20.0,0.79625,16.0,0.8916934821247314,legible
5569.0,922.0,0.7051535284611241,0.07128748428802298,0.0030526126773208835,0.0,249.0,72.0,22.0,0.0,19.0,3.0,27.0,0.8123644251626898,26.0,0.9186225494710608,legible
1773.0,312.0,0.6959954878736605,0.08573040045121263,0.001692047377326565,0.0,56.0,32.0,2.0,0.0,2.0,0.0,18.0,0.7660256410256411,21.0,0.8719601228084687,legible
2413.0,423.0,0.7148777455449647,0.06589307915457936,0.0037297969332780773,0.0,55.0,50.0,2.0,0.0,2.0,0.0,21.0,0.7706855791962175,16.0,0.9165786126792527,legible
2108.0,360.0,0.6907020872865275,0.0896584440227704,0.004269449715370019,0.0,49.0,38.0,6.0,0.0,1.0,0.0,19.0,0.75,13.0,0.882078108418333,legible
2073.0,353.0,0.6907863000482393,0.08972503617945007,0.00241196333815726,0.0,47.0,46.0,6.0,0.0,1.0,0.0,16.0,0.7393767705382436,16.0,0.8707713625373878,legible
3283.0,556.0,0.6920499543100822,0.07371306731647884,0.007310386841303686,0.0,119.0,73.0,11.0,0.0,9.0,3.0,22.0,0.7428057553956835,21.0,0.8726074743345602,legible
1856.0,339.0,0.6912715517241379,0.06519396551724138,0.003771551724137931,0.0,72.0,33.0,2.0,0.0,3.0,0.0,19.0,0.7669616519174042,17.0,0.8835114418968921,legible
4106.0,710.0,0.6994641987335607,0.059912323429128105,0.009254749147588894,0.0,112.0,86.0,7.0,0.0,15.0,5.0,17.0,0.7661971830985915,22.0,0.8824244255748445,legible
3559.0,590.0,0.72548468670975,0.052261871312166336,0.0061815116605788145,0.0,104.0,52.0,4.0,1.0,3.0,0.0,15.0,0.7898305084745763,19.0,0.9270466899386134,legible
2878.0,489.0,0.7154273801250869,0.06323835997220292,0.004864489228630994,0.0,91.0,60.0,4.0,1.0,3.0,2.0,20.0,0.7750511247443763,24.0,0.9035196820780952,legible
2426.0,429.0,0.7238252267106348,0.057708161582852434,0.0028854080791426216,0.0,38.0,52.0,4.0,0.0,0.0,0.0,21.0,0.7692307692307693,17.0,0.9125471132171465,legible
3781.0,652.0,0.7421317111875165,0.04760645331922772,0.0026448029621793175,0.0,104.0,56.0,6.0,0.0,3.0,0.0,42.0,0.8220858895705522,30.0,0.9380960968062786,legible
2404.0,405.0,0.711730449251248,0.06988352745424292,0.0012479201331114808,0.0,90.0,31.0,2.0,0.0,8.0,1.0,27.0,0.8098765432098766,18.0,0.9420419539779489,legible
3663.0,603.0,0.7447447447447447,0.0444990444990445,0.003003003003003003,0.0,116.0,45.0,4.0,0.0,5.0,0.0,29.0,0.8557213930348259,22.0,0.9457666621845725,legible
3052.0,513.0,0.7080602883355177,0.06618610747051114,0.003931847968545216,0.0,108.0,47.0,2.0,0.0,7.0,2.0,30.0,0.7894736842105263,29.0,0.9318756754270997,legible
3759.0,633.0,0.7204043628624635,0.053737696195796755,0.00931098696461825,0.0,116.0,50.0,2.0,1.0,8.0,0.0,32.0,0.8151658767772512,31.0,0.9267394777021719,legible
3786.0,629.0,0.7461701003697834,0.05044902271526677,0.002377179080824089,0.0,99.0,50.0,6.0,0.0,3.0,0.0,37.0,0.8410174880763116,28.0,0.9416564100690603,legible
3191.0,535.0,0.7176433719837042,0.06675023503603886,0.003760576621748668,0.0,111.0,56.0,3.0,0.0,5.0,4.0,36.0,0.7981308411214953,31.0,0.9180862049848978,legible
3836.0,651.0,0.7236704900938478,0.05265901981230448,0.008342022940563087,0.0,107.0,65.0,3.0,1.0,8.0,3.0,35.0,0.804915514592934,36.0,0.9084443360579455,legible
3681.0,613.0,0.7299646835099158,0.05704971475142624,0.0024449877750611247,0.0,108.0,48.0,1.0,0.0,4.0,1.0,37.0,0.8107667210440457,33.0,0.9487974330903372,legible
3447.0,590.0,0.7203365245140702,0.05250942848854076,0.0037713954163040323,0.0,135.0,53.0,2.0,0.0,8.0,2.0,37.0,0.8033898305084746,27.0,0.935077570740057,legible
4031.0,670.0,0.7630860828578516,0.030513520218308113,0.0017365418010419251,0.0,98.0,53.0,2.0,0.0,2.0,0.0,32.0,0.8611940298507462,21.0,0.9518962147831913,legible
1630.0,276.0,0.7325153374233129,0.06196319018404908,0.0036809815950920245,0.0,55.0,26.0,1.0,0.0,1.0,1.0,22.0,0.8079710144927537,19.0,0.8498438854984459,legible
4288.0,737.0,0.7346082089552238,0.04127798507462686,0.0032649253731343282,0.0,114.0,64.0,4.0,0.0,4.0,2.0,41.0,0.830393487109905,24.0,0.9346829777741725,legible
3166.0,532.0,0.7185723310170562,0.05969677826910929,0.005685407454200884,0.0,111.0,55.0,4.0,0.0,7.0,3.0,33.0,0.7913533834586466,30.0,0.9134830334284858,legible
3270.0,546.0,0.7110091743119266,0.07400611620795107,0.0012232415902140672,0.0,117.0,53.0,2.0,1.0,2.0,0.0,35.0,0.7967032967032966,30.0,0.9412996941896024,legible
3509.0,599.0,0.7355371900826446,0.05272157309774864,0.0017098888572242804,0.0,91.0,46.0,1.0,1.0,0.0,0.0,26.0,0.8380634390651085,26.0,0.9525446145875308,legible
4435.0,760.0,0.7413754227733934,0.04735062006764374,0.002931228861330327,0.0,137.0,64.0,3.0,0.0,3.0,0.0,36.0,0.8368421052631579,33.0,0.9445639537471072,legible
3709.0,618.0,0.7293070908600701,0.05661903478026422,0.004583445672688056,0.0,101.0,61.0,9.0,0.0,6.0,2.0,37.0,0.8187702265372169,32.0,0.9127834206436594,legible
6627.0,1197.0,0.6976007243096424,0.05387052965142598,0.007393994265881998,0.0,209.0,155.0,10.0,0.0,9.0,2.0,38.0,0.758563074352548,41.0,0.8956016671944407,legible
1078.0,193.0,0.6326530612244898,0.12244897959183673,0.00463821892393321,0.0,55.0,20.0,3.0,1.0,4.0,0.0,15.0,0.689119170984456,17.0,0.7362212752643814,legible
1053.0,185.0,0.6296296296296297,0.13010446343779677,0.002849002849002849,0.0,39.0,14.0,1.0,1.0,0.0,0.0,15.0,0.7027027027027027,17.0,0.7596681733730741,legible
1342.0,220.0,0.7421758569299552,0.03129657228017884,0.0029806259314456036,0.0,44.0,26.0,1.0,0.0,0.0,0.0,14.0,0.8136363636363636,10.0,0.8082694311990634,legible
2987.0,511.0,0.7251422832273183,0.05021760964178105,0.004017408771342484,0.0,79.0,47.0,1.0,1.0,1.0,0.0,23.0,0.7925636007827789,20.0,0.9373140703649276,legible
2169.0,378.0,0.6698939603503918,0.08160442600276625,0.011526048870447211,0.0,69.0,42.0,5.0,0.0,3.0,1.0,22.0,0.7407407407407407,22.0,0.8574295524145069,legible
2535.0,427.0,0.7171597633136094,0.06548323471400394,0.0015779092702169625,0.0,118.0,40.0,4.0,0.0,3.0,0.0,24.0,0.7798594847775175,22.0,0.9372339028987515,legible
5391.0,896.0,0.7028380634390651,0.060842144314598404,0.009831200148395475,0.0,155.0,103.0,14.0,2.0,21.0,15.0,40.0,0.7901785714285714,31.0,0.8593445824631915,legible
2459.0,441.0,0.6738511590077267,0.08336722244814966,0.004880032533550223,0.0,96.0,47.0,3.0,1.0,14.0,4.0,18.0,0.7551020408163265,19.0,0.8980931442410242,legible
1836.0,321.0,0.6802832244008714,0.09477124183006536,0.0005446623093681918,0.0,93.0,36.0,0.0,0.0,11.0,0.0,17.0,0.7507788161993769,21.0,0.882030764079376,legible
5424.0,895.0,0.7267699115044248,0.0612094395280236,0.004793510324483776,0.0,104.0,76.0,14.0,0.0,1.0,0.0,36.0,0.8,34.0,0.9241085698159225,legible
3178.0,544.0,0.685336689741976,0.08779106356198867,0.0062932662051604785,0.0,72.0,50.0,10.0,0.0,2.0,0.0,29.0,0.7481617647058824,33.0,0.9060123822781371,legible
5699.0,914.0,0.7245130724688542,0.05825583435690472,0.010879101596771364,0.0,108.0,71.0,14.0,0.0,4.0,4.0,32.0,0.811816192560175,29.0,0.8975736237384634,legible
2139.0,368.0,0.6797568957456755,0.0748013090229079,0.011220196353436185,0.0,72.0,41.0,2.0,0.0,7.0,2.0,18.0,0.7853260869565217,16.0,0.8718186547713812,legible
3106.0,511.0,0.7112041210560206,0.07405022537025113,0.004829362524146813,0.0,124.0,52.0,9.0,0.0,10.0,2.0,23.0,0.7808219178082192,18.0,0.9079438593820683,legible
2765.0,454.0,0.7121157323688969,0.07811934900542496,0.0014466546112115732,0.0,91.0,49.0,6.0,1.0,5.0,0.0,27.0,0.7775330396475771,29.0,0.9224112186442497,legible
2287.0,371.0,0.7179711412330564,0.06515085264538698,0.0017490161783996502,0.0,75.0,40.0,1.0,0.0,4.0,1.0,17.0,0.7951482479784366,11.0,0.9193436244870848,legible
3177.0,535.0,0.718287692791942,0.06547056971986151,0.0025180988353792886,0.0,112.0,53.0,3.0,0.0,4.0,0.0,30.0,0.7831775700934579,24.0,0.9364061155089588,legible
3121.0,538.0,0.7266901634091637,0.058635052867670616,0.0003204101249599487,0.0,83.0,54.0,5.0,0.0,2.0,0.0,27.0,0.7936802973977695,25.0,0.9378458151340778,legible
2834.0,475.0,0.7279463655610444,0.06104446012702894,0.003175723359209598,0.0,83.0,50.0,3.0,0.0,5.0,0.0,32.0,0.7957894736842105,28.0,0.9304723842068119,legible
2414.0,420.0,0.7137531068765535,0.06213753106876554,0.006213753106876553,0.0,66.0,47.0,3.0,0.0,0.0,0.0,16.0,0.7785714285714286,15.0,0.9109910697742187,legible
5169.0,845.0,0.7049719481524472,0.057844844263880826,0.012574966144321919,0.0,156.0,99.0,12.0,0.0,7.0,1.0,48.0,0.7739644970414201,41.0,0.8830591216587284,legible
2830.0,476.0,0.711660777385159,0.06678445229681979,0.005653710247349823,0.0,72.0,44.0,3.0,0.0,2.0,1.0,27.0,0.7815126050420168,23.0,0.9248213062876537,legible
2851.0,471.0,0.6853735531392494,0.07611364433532095,0.014380918975797966,0.0,74.0,59.0,8.0,0.0,6.0,3.0,22.0,0.7537154989384289,25.0,0.8550541285446575,legible
2697.0,470.0,0.717834631071561,0.048201705598813496,0.0007415647015202076,0.0,133.0,61.0,0.0,0.0,13.0,0.0,19.0,0.774468085106383,19.0,0.9323203683703352,legible
3563.0,581.0,0.7339320797081111,0.05893909626719057,0.0014033118158854898,0.0,92.0,47.0,2.0,0.0,3.0,0.0,28.0,0.8296041308089501,24.0,0.9514520557672733,legible
2994.0,501.0,0.7157648630594522,0.06847027388109553,0.0026720106880427524,0.0,98.0,49.0,6.0,0.0,4.0,1.0,31.0,0.8063872255489022,22.0,0.9253503014012054,legible
7375.0,1197.0,0.7320677966101695,0.04935593220338983,0.009084745762711864,0.0,150.0,123.0,9.0,0.0,6.0,7.0,59.0,0.8078529657477026,38.0,0.8970514578904326,legible
4224.0,700.0,0.6898674242424242,0.07291666666666667,0.006628787878787879,0.0,155.0,79.0,8.0,0.0,6.0,1.0,35.0,0.7471428571428571,33.0,0.9009418780013485,legible
